Park Name,County,Park Identifier,Park Address,City,Zip,Phone,Fire Authority,Jurisdiction,MH Spaces,RV Lots W/Drains,RV Lots W/O Drains,Operated by
RAINBOW MOBILE HOME PARK,LOS ANGELES,19-1438-MP,"715 W 220TH ST,  TORRANCE,  CA 90502", TORRANCE,90502, (818) 910-1100,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",52,0,0,"722 RAINBOW ASSOCIATES LLC, 320 N PARK VISTA ST, ANAHEIM, CA 92806"
CASITAS LAVERNE MHP,LOS ANGELES,19-1439-MP,"3945 BRADFORD ST,  LA VERNE,  CA 91750", LA VERNE,91750, (818) 910-1100,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",136,0,0,"SANTIAGO ESTATES LAVERNE A CA LP, PO BOX 11927, SANTA ANA, CA 92711"
COVINA HILLS MOBILE CC,LOS ANGELES,19-1440-MP,"17350 EAST TEMPLE AVE,  LA PUENTE,  CA 91744", LA PUENTE,91744, (626) 964-3428,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",500,0,0,"JUANITA SPRINGS & ASSOCIATES LP, 19226-66TH AVENUE S #L-108, KENT, WA 98032"
RANCHO HERMOSO MHP,LOS ANGELES,19-1441-MP,"16079 YARNELL ST,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 833-7788,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",93,0,0,"HERMOSA INVESTMENTS L P, 1801 E. EDINGER AVENUE #230, SANTA ANA, CA 92705"
SAN RAFAEL MOBILE HOME ESTATES,LOS ANGELES,19-1442-MP,"1065 W LOMITA BLVD,  HARBOR CITY,  CA 90710", HARBOR CITY,90710, (310) 370-9727,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",470,0,0,"SAN RAFAEL MOBILEHOME ESTATES LTD, 3424 CARSON ST SUITE # 550, TORRANCE, CA 90503"
VISTA DEL MONTE MOBILE HOME PARK,LOS ANGELES,19-1443-MP,"416 JEFFRIES AVE,  MONROVIA,  CA 91016", MONROVIA,91016, (626) 446-3416,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",87,0,0,"ETTENSPERGER, D, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
QUARTZ HILL MOBILE HOME PARK,LOS ANGELES,19-1446-MP,"5711 W AVE M,  LANCASTER,  CA 93536", LANCASTER,93536, (661) 943-1515,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",260,0,0,"Q. H. MOBILE HOME ESTATES LTD, 5711 W AVE M, QUARTZ HILL, CA 93536"
CASA DE JARDIN,LOS ANGELES,19-1447-MP,"10525 E COMPTON BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (714) 870-5980,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",54,0,0,"PETER VANRUITEN TRUST, PO BOX 858, LOS ALAMITOS, CA 90720"
CALABASAS VILLAGE,LOS ANGELES,19-1448-MP,"23777 MULHOLLAND HWY,  CALABASAS,  CA 91302", CALABASAS,91302, (818) 888-6387,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",211,0,0,"LAWRENCE ROSENTHAL/MYRON DICKSTEIN, 175 EAST 74TH ST APT. # 17B, NEW YORK, NY 10021"
ACTON KOA,LOS ANGELES,19-1449-MP,"7601 SOLEDAD CANYON ROAD,  ACTON,  CA 93510", ACTON,93510, (661) 268-1214,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",2,84,50,"HAHN, JUSTIN, 7601 SOLEDAD CANYON RD, ACTON, CA 93510"
LEISURE LAKE MHP,LOS ANGELES,19-1450-MP,"48303 N 20TH ST WEST,  LANCASTER,  CA 93534", LANCASTER,93534, (805) 948-2626,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",211,0,0,"CLAN KEITH REAL ESTATE INVESTMENTS LLC, 1775 E QUEEN CREEK RD SUITE # 3, CHANDLER, AZ 85224"
PINE MP,LOS ANGELES,19-1451-MP,"2655 COGSWELL RD,  EL MONTE,  CA 91732", EL MONTE,91732, (805) 948-2626,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",4,0,0,"TONY, DELORENZO, 2656 HIGHRIDGE DR, CHINO HILLS, CA 91709"
ACTON COUNTRY MHP,LOS ANGELES,19-1452-MP,"2501 SIERRA HWY,  ACTON,  CA 93510", ACTON,93510, (805) 269-2770,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,0,0,"ACE ASSOCIATES LLC, PO BOX # 350, APTOS, CA 95001"
PALOS VERDES SHORES MH COMMUNITY,LOS ANGELES,19-1453-MP,"2275 W 25TH ST,  SAN PEDRO,  CA 90732", SAN PEDRO,90732, (310) 547-4403,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",242,0,0,"CAREFREE COMMUNITIES CA LLC, 27777 FRANKLIN ROAD SUITE # 200, SOUTHFIELD, MI 48034"
PALOS VERDES RANCHO MHP,LOS ANGELES,19-1457-MP,"26200 FRAMPTON AVE,  HARBOR CITY,  CA 90710", HARBOR CITY,90710,,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",93,0,0,"PALOS VERDES RANCHO MOBILE HOME PARK, LLC, 1960 E. GRAND AVE. #1225, EL SEGUNDO, CA 90245"
COLONY COVE MOBILE ESTATES,LOS ANGELES,19-1458-MP,"17700 S AVALON BLVD ATTN:  MANAGER,  CARSON,  CA 90746", CARSON,90746, (310) 538-3320,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",420,0,0,"COLONY COVE PROPERTIES, 430 S. SAN DIMAS AVE., SAN DIMAS, CA 91773"
VISTA DEL LOMA MOBILE ESTATES,LOS ANGELES,19-1460-MP,"20600 S MAIN ST,  CARSON,  CA 90745", CARSON,90745, (310) 532-6650,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",86,0,0,"VISTA DEL LOMA LLC, 301 E 17TH ST #208, COSTA MESA, CA 92627"
E\L TP,LOS ANGELES,19-1461-MP,"807 LINCOLN ST,  CARSON,  CA 90745", CARSON,90745, (310) 532-6650,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",10,0,0,"FITZPATRICK, JUDY, 5940 LOS FELIZ DR, BUENA PARK, CA 90620"
GOLDEN TRIANGLE MOBILE HOMES,LOS ANGELES,19-1463-MP,"10811 COLUMBUS,  MISSION HILLS,  CA 91345", MISSION HILLS,91345, (310) 532-6650,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",29,0,0,"DUNN CSI INC, 17547 VENTURA BLVD SUITE 304, ENCINO, CA 91316"
NO NAME,LOS ANGELES,19-1464-MP,"15584 SIERRA HWY,  CANYON COUNTRY,  CA 91351", CANYON COUNTRY,91351, (310) 532-6650,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",8,0,0,"20TH CENTURY HOLINESS TABERNACLE CHURCH, 15584 SIERRA HWY, CANYON COUNTRY, CA 91351"
THE FOUNTAINS MHP,LOS ANGELES,19-1465-MP,"3530 DAMIEN AVE,  LA VERNE,  CA 91750", LA VERNE,91750, (909) 593-4131,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",286,0,0,"FOUNTAINS LA VERNE MHP ASSOCIATES LP, 430 S SAN DIMAS AVE, SAN DIMAS, CA 91773"
SUNSET GARDENS WEST,LOS ANGELES,19-1466-MP,"346 N SUNSET AVE,  LA PUENTE,  CA 91744", LA PUENTE,91744, (818) 333-5017,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",75,0,0,"RICBERAY INC, 150 E MONTECITO AVE #F, SIERRA MADRE, CA 91024"
WALNUT HILLS MH COMMUNITY,LOS ANGELES,19-1467-MP,"3745 VALLEY BLVD,  POMONA,  CA 91765", POMONA,91765, (818) 333-5017,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",182,0,0,"SHERMAN, JOSEPH, PO BOX 1848, SAN GABRIEL, CA 91778"
WINDWARD VILLAGE,LOS ANGELES,19-1468-MP,"3595 SANTA FE AVE,  LONG BEACH,  CA 90810", LONG BEACH,90810, (562) 424-3233,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",305,0,0,"WINDWARD VILLAGE HOMEOWNERS ASSO-OFFICE, C/O LES FRAME MGMT 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
LAKE PARK LA MIRADA,LOS ANGELES,19-1469-MP,"13990 E IMPERIAL HWY,  LA MIRADA,  CA 90638", LA MIRADA,90638, (310) 921-5700,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",150,0,0,"LAKE PARK LA MIRADA PARTNERSHIP, 1055-B ORTEGA WY, PLACENTIA, CA 92870"
SIERRA HEIGHTS MHP,LOS ANGELES,19-1473-MP,"30000 SAND CANYON RD,  CANYON COUNTRY,  CA 91387", CANYON COUNTRY,91387, (661) 298-2251,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",123,0,0,"TREITEL TRUST AARON JACOBS TTEE, 556 S FAIR OAKS STE 266, PASADENA, CA 91105"
IMPERIAL AVALON LLC,LOS ANGELES,19-1474-MP,"21207 S AVALON BLVD,  CARSON,  CA 90745", CARSON,90745, (310) 549-2350,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",225,0,0,"IMPERIAL AVALON LLC, 4132 KATELLA AVE #205 B, LOS ALAMITOS, CA 90720"
COLMAR TRAILER PARK,LOS ANGELES,19-1475-MP,"6632 COLMAR ST,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (562) 927-6416,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",7,0,0,"LALANI, NAZMUDIN, 5082 BOLSA AVE SPACE # 102, HUNTINGTON BEACH, CA 92649"
TWIN OAKS MHP,LOS ANGELES,19-1477-MP,"3800 N BRADFORD ST,  LA VERNE,  CA 91750", LA VERNE,91750, (714) 593-8337,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",331,0,0,"SHERMAN, SUSAN, 5027 E. BROOKSIDE AVE, ORANGE, CA 92867"
OCEAN VILLA TRAILER PARK,LOS ANGELES,19-1479-MP,"605 W 228TH ST,  CARSON,  CA 90745", CARSON,90745, (714) 593-8337,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,0,21,"COOK, MARJORIE, 12431 CHRISTY LANE, LOS ALAMITOS, CA 90720"
MALIBU BEACH RV PARK,LOS ANGELES,19-1480-MP,"25801 PACIFIC COAST HWY,  MALIBU,  CA 90265", MALIBU,90265, (310) 456-6052,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,77,18,"SERRA CANYON CO LTD, PO BOX 2485, MALIBU, CA 90265"
BERMUDA MOBILE HOME COMMUNITY,LOS ANGELES,19-1481-MP,"15445 BERMUDA ST,  MISSION HILLS,  CA 91345", MISSION HILLS,91345, (310) 456-6052,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",194,0,0,"BERMUDA INVESTMENTS, 5030 NORTHRIDGE DR, SOMIS, CA 93066"
OAKRIDGE MOBILE HOME PARK,LOS ANGELES,19-1482-MP,"15455 GLENOAKS BLVD,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 367-1128,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",600,0,0,"OAKRIDGE LTD, C/O MANAGEMENT OFFICE 15455 GLENOAKS BLVD, SYLMAR, CA 91342"
FOOTHILL PALMS MHP,LOS ANGELES,19-1483-MP,"12001 FOOTHILL BLVD,  LAKE VIEW TERRACE,  CA 91342", LAKE VIEW TERRACE,91342, (714) 524-5051,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",94,0,0,"KINOHA INC, C/O PATRICIA NISHIMURA 11519 PALA MESA DRIVE, NORTHRIDGE, CA 91326"
VILLA NOVA MOBILE ESTATES,LOS ANGELES,19-1487-MP,"8509 BEVERLY BLVD,  PICO RIVERA,  CA 90660", PICO RIVERA,90660, (562) 695-4221,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",155,0,0,"SACCHI, ALBERT, 430 S. SAN DIMAS AVE., SAN DIMAS, CA 91773"
CHERRYFIELD VILLAGE MHP,LOS ANGELES,19-1488-MP,"16707 S GARFIELD,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (562) 408-0767,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",119,0,0,"CHERRYFIELD VILLAGE LLC, PO BOX 15274, NEWPORT BEACH, CA 92659"
CRESTA MHP,LOS ANGELES,19-1492-MP,"2345 190TH ST,  REDONDO BEACH,  CA 90278", REDONDO BEACH,90278, (310) 408-0767,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","CITY OF REDONDO BEACH CODE ENFORCEMENT, MOBILEHOME PARKS PROGRAM, 415 DIAMOND ST, REDONDO BEACH, CA 90277",80,10,0,"COOPER, IRVING, 3862 BALLINA CANYON RD, ENCINO, CA 91316"
OAK FOREST ESTATES ASSOC.,LOS ANGELES,19-1493-MP,"32100 TRIUNFO CANYON RD,  WESTLAKE VILLAGE,  CA 91361", WESTLAKE VILLAGE,91361, (818) 991-0311,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",197,0,0,"OAK FOREST ESTATES ASSOCIATION, 14431 VENTURA BLVD #247, SHERMAN OAKS, CA 91423"
LOS OLIVOS,LOS ANGELES,19-1495-MP,"15831 OLDEN ST,  SYLMAR,  CA 91342", SYLMAR,91342, (808) 991-0311,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",81,0,0,"DUNN CSI INC, 17547 VENTURA BLVD 304, ENCINO, CA 91316"
GREENBRIER MOBILE ESTATES WEST,LOS ANGELES,19-1498-MP,"21301 SOLEDAD CANYON RD,  SANTA CLARITA,  CA 91351", SANTA CLARITA,91351, (805) 255-6424,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",151,0,0,"GREENBRIER ASSOCIATES LTD, 501 S BEVERLY DR SUITE # 100, BEVERLY HILLS, CA 90210"
KAYS TP,LOS ANGELES,19-1499-MP,"14903 GARFIELD AVE,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (805) 255-6424,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27,0,0,"PPS PC PARKS LLC, PO BOX 1687, BELLFLOWER, CA 90707"
LOS AMIGOS MOBILE PARK,LOS ANGELES,19-1500-MP,"8052 ALHAMBRA AVE,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (562) 633-3928,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",68,0,0,"ECK, ELEANOR, 9955 BROOKSHIRE AVE, DOWNEY, CA 90240"
ORANGE AVE MHP,LOS ANGELES,19-1501-MP,"15325 ORANGE AVE OFFICE,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (310) 633-3928,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",120,0,0,"ORANGE AVENUE MHP LLC, 2141 E. BROADWAY AVE #105, TEMPE, AZ 85282"
CARSON HARBOR VILLAGE,LOS ANGELES,19-1502-MP,"17701 S. AVALON BLVD.,  CARSON,  CA 90746", CARSON,90746, (310) 515-0651,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",420,0,0,"GOLDSTEIN, JAMES, 430 S. SAN DIMAS AVE., SAN DIMAS, CA 91773"
CASTAIC LAKE RV PARK,LOS ANGELES,19-1503-MP,"31540 RIDGE ROUTE RD,  CASTAIC,  CA 91384", CASTAIC,91384, (661) 257-3340,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,103,0,"WIDRIG, CLYDE, 720 AZURE HILLS DRIVE, SIMI VALLEY, CA 93065"
GREENBRIER MOBILE ESTATES EAST,LOS ANGELES,19-1505-MP,"21301 SOLEDAD CANYON RD,  SANTA CLARITA,  CA 91351", SANTA CLARITA,91351, (805) 255-6424,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",167,0,0,"GREENBRIER ASSOCIATES LTD, 501 S BEVERLY DR SUITE # 100, BEVERLY HILLS, CA 90210"
WHITTIER DOWNS MHP,LOS ANGELES,19-1507-MP,"11730 E WHITTIER BLVD 77,  WHITTIER,  CA 90601", WHITTIER,90601, (310) 698-3333,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",75,0,0,"WHITTIER DOWNS LLC, 14751 PLAZA DR SUITE K, TUSTIN, CA 92780"
RIO VISTA MOBILE ESTATES,LOS ANGELES,19-1512-MP,"4101 PARAMOUNT BLVD,  PICO RIVERA,  CA 90660", PICO RIVERA,90660, (562) 692-2728,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",119,0,0,"CLIFFSIDE ENTERPRISES, C/O BESSIRE & CASSENHISER INC 430 S. SAN DIMAS AVE., SAN DIMAS, CA 91773"
PARK VISTA ESTATES,LOS ANGELES,19-1513-MP,"1601 S GAREY AVE,  POMONA,  CA 91766", POMONA,91766, (714) 447-3167,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",158,0,0,"MOBILE MODULAR DEVELOPMENT INC, 824 S EUCLID ST, FULLERTON, CA 92832"
ORANGE GROVE TP,LOS ANGELES,19-1514-MP,"1550-1600 CELIS ST,  SAN FERNANDO,  CA 91340", SAN FERNANDO,91340, (818) 361-4344,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",76,0,0,"CORDA, JOSEPH, PO BOX 2450, GILBERT, AZ 85299"
FOOTHILL MOBILEHOME PARK,LOS ANGELES,19-1515-MP,"402 E FOOTHILL BLVD,  POMONA,  CA 91767", POMONA,91767, (909) 621-0097,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",73,0,0,"WHITTRAM VILLA INVESTMENT LLC, 2478 STEVENS AVE, ROSEMEAD, CA 91770"
MOUNTAIN VIEW VILLAGE,LOS ANGELES,19-1519-MP,"24303 WOOLSEY CANYON RD,  CANOGA PARK,  CA 91304", CANOGA PARK,91304, (818) 883-0614,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",156,0,0,"MOUNTAIN VIEW VENTURE II LLC, 4350 E CAMELBACK RD SUITE # A 100, PHOENIX, AZ 85018"
SUMMIT MHP,LOS ANGELES,19-1520-MP,"24425 WOOLSEY CANYON RD,  WEST HILLS,  CA 91304", WEST HILLS,91304, (818) 340-7564,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",203,0,0,"MILLER, PHILLIP, 22425 WOOLSBY CANYON ROAD, WEST HILLS, CA 91304"
WESTERN SKIES MHP,LOS ANGELES,19-1521-MP,"732 E ALOSTA AVE,  GLENDORA,  CA 91740", GLENDORA,91740,,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",29,0,0,"WESTERN SKIES MANUFACTURED HOUSING COMMUNITY, 6653 EMBACADERO DR SUITE # C, STOCKTON, CA 95219"
DEL AMO MH ESTATES,LOS ANGELES,19-1522-MP,"2601 E VICTORIA,  COMPTON,  CA 90220", COMPTON,90220, (818) 963-2982,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",512,0,0,"DEL AMO, MERTZ, 3424 W CARSON ST SUITE # 650, TORRANCE, CA 90503"
MAGNOLIA MHP,LOS ANGELES,19-1524-MP,"422 W ROUTE 66,  GLENDORA,  CA 91740", GLENDORA,91740, (818) 335-7890,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",47,0,0,"WEST ALOSTA PROPERTIES, C/O STEVE PATTI 422 W ROUTE 66, GLENDORA, CA 91740"
ALOSTA MOBILEHOME PARK,LOS ANGELES,19-1525-MP,"826 E ROUTE  66,  GLENDORA,  CA 91740", GLENDORA,91740, (626) 335-6262,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",40,0,0,"ALOSTA MOBILEHOME PARK, 826 E ROUTE 66 OFFICE, GLENDORA, CA 91740"
PARK MANOR MOBILE ESTATES,LOS ANGELES,19-1527-MP,"423 W ROUTE 66,  GLENDORA,  CA 91740", GLENDORA,91740, (626) 331-2717,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",52,0,0,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS, CA 91302"
JOYS MHP LLC,LOS ANGELES,19-1528-MP,"337 W ROUTE 66,  GLENDORA,  CA 91740", GLENDORA,91740, (626) 335-1793,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",68,0,0,"JOY'S MHP LLC, 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887"
